Bandwidth,Delay,Score,Additional Value
87,24,24.01,76.76
86,24,24.01,76.72
85,24,24.01,76.72
84,24,24.01,76.68
83,24,24.01,76.68
82,24,24.01,76.64
81,24,24.01,76.64
80,24,24.01,76.6
79,24,24.01,76.6
78,24,24.01,76.56
77,24,24.01,76.56
76,24,24.01,76.52
75,24,24.01,76.52
74,24,24.01,76.48
73,24,24.01,76.48
72,24,24.01,76.44
71,24,24.01,76.44
70,24,24.01,76.4
69,24,24.01,76.4
68,24,24.01,76.36
67,24,24.01,76.36
66,24,24.02,76.32
65,24,24.02,76.32
64,24,24.02,76.28
63,24,24.02,76.28
62,24,24.02,76.24
61,24,24.02,76.24
60,24,24.02,76.2
59,24,24.02,76.2
58,24,24.02,76.16
57,24,24.02,76.16
56,24,24.02,76.12
55,24,24.02,76.12
54,24,24.02,76.08
53,24,24.02,76.08
52,24,24.02,76.04
51,24,24.02,76.04
100,25,25.01,76.0
99,25,25.01,76.0
98,25,25.01,75.96
97,25,25.01,75.96
96,25,25.01,75.92
95,25,25.01,75.92
94,25,25.01,75.88
93,25,25.01,75.88
92,25,25.01,75.84
91,25,25.01,75.84
90,25,25.01,75.8
89,25,25.01,75.8
88,25,25.01,75.76
87,25,25.01,75.76
86,25,25.01,75.72
85,25,25.01,75.72
84,25,25.01,75.68
83,25,25.01,75.68
82,25,25.01,75.64
81,25,25.01,75.64
80,25,25.01,75.6
79,25,25.01,75.6
78,25,25.01,75.56
77,25,25.01,75.56
76,25,25.01,75.52
75,25,25.01,75.52
74,25,25.01,75.48
73,25,25.01,75.48
72,25,25.01,75.44
71,25,25.01,75.44
70,25,25.01,75.4
69,25,25.01,75.4
68,25,25.01,75.36
67,25,25.01,75.36
66,25,25.02,75.32
65,25,25.02,75.32
64,25,25.02,75.28
63,25,25.02,75.28
62,25,25.02,75.24
61,25,25.02,75.24
60,25,25.02,75.2
59,25,25.02,75.2
58,25,25.02,75.16
57,25,25.02,75.16
56,25,25.02,75.12
55,25,25.02,75.12
54,25,25.02,75.08
53,25,25.02,75.08
52,25,25.02,75.04
51,25,25.02,75.04
100,26,26.01,75.0
99,26,26.01,75.0
98,26,26.01,74.96
97,26,26.01,74.96
96,26,26.01,74.92
95,26,26.01,74.92
94,26,26.01,74.88
93,26,26.01,74.88
92,26,26.01,74.84
91,26,26.01,74.84
90,26,26.01,74.8
89,26,26.01,74.8
88,26,26.01,74.76
87,26,26.01,74.76
86,26,26.01,74.72
85,26,26.01,74.72
84,26,26.01,74.68
83,26,26.01,74.68
82,26,26.01,74.64
81,26,26.01,74.64
80,26,26.01,74.6
79,26,26.01,74.6
78,26,26.01,74.56
77,26,26.01,74.56
76,26,26.01,74.52
75,26,26.01,74.52
74,26,26.01,74.48
73,26,26.01,74.48
72,26,26.01,74.44
71,26,26.01,74.44
70,26,26.01,74.4
69,26,26.01,74.4
68,26,26.01,74.36
67,26,26.01,74.36
66,26,26.02,74.32
65,26,26.02,74.32
64,26,26.02,74.28
63,26,26.02,74.28
62,26,26.02,74.24
61,26,26.02,74.24
60,26,26.02,74.2
59,26,26.02,74.2
58,26,26.02,74.16
57,26,26.02,74.16
56,26,26.02,74.12
55,26,26.02,74.12
54,26,26.02,74.08
53,26,26.02,74.08
52,26,26.02,74.04
51,26,26.02,74.04
100,27,27.01,74.0
99,27,27.01,74.0
98,27,27.01,73.96
97,27,27.01,73.96
96,27,27.01,73.92
95,27,27.01,73.92
94,27,27.01,73.88
93,27,27.01,73.88
92,27,27.01,73.84
91,27,27.01,73.84
90,27,27.01,73.8
89,27,27.01,73.8
88,27,27.01,73.76
87,27,27.01,73.76
86,27,27.01,73.72
85,27,27.01,73.72
84,27,27.01,73.68
83,27,27.01,73.68
82,27,27.01,73.64
81,27,27.01,73.64
80,27,27.01,73.6
79,27,27.01,73.6
78,27,27.01,73.56
77,27,27.01,73.56
76,27,27.01,73.52
75,27,27.01,73.52
74,27,27.01,73.48
73,27,27.01,73.48
72,27,27.01,73.44
71,27,27.01,73.44
70,27,27.01,73.4
69,27,27.01,73.4
68,27,27.01,73.36
67,27,27.01,73.36
66,27,27.02,73.32
65,27,27.02,73.32
64,27,27.02,73.28
63,27,27.02,73.28
62,27,27.02,73.24
61,27,27.02,73.24
60,27,27.02,73.2
59,27,27.02,73.2
58,27,27.02,73.16
57,27,27.02,73.16
56,27,27.02,73.12
55,27,27.02,73.12
54,27,27.02,73.08
53,27,27.02,73.08
52,27,27.02,73.04
51,27,27.02,73.04
100,28,28.01,73.0
99,28,28.01,73.0
98,28,28.01,72.96
97,28,28.01,72.96
96,28,28.01,72.92
95,28,28.01,72.92
94,28,28.01,72.88
93,28,28.01,72.88
92,28,28.01,72.84
91,28,28.01,72.84
90,28,28.01,72.8
89,28,28.01,72.8
88,28,28.01,72.76
87,28,28.01,72.76
86,28,28.01,72.72
85,28,28.01,72.72
84,28,28.01,72.68
83,28,28.01,72.68
82,28,28.01,72.64
81,28,28.01,72.64
80,28,28.01,72.6
79,28,28.01,72.6
78,28,28.01,72.56
77,28,28.01,72.56
76,28,28.01,72.52
75,28,28.01,72.52
74,28,28.01,72.48
73,28,28.01,72.48
72,28,28.01,72.44
71,28,28.01,72.44
70,28,28.01,72.4
69,28,28.01,72.4
68,28,28.01,72.36
67,28,28.01,72.36
66,28,28.02,72.32
65,28,28.02,72.32
64,28,28.02,72.28
63,28,28.02,72.28
62,28,28.02,72.24
61,28,28.02,72.24
60,28,28.02,72.2
59,28,28.02,72.2
58,28,28.02,72.16
57,28,28.02,72.16
56,28,28.02,72.12
55,28,28.02,72.12
54,28,28.02,72.08
53,28,28.02,72.08
52,28,28.02,72.04
51,28,28.02,72.04
100,29,29.01,72.0
99,29,29.01,72.0
98,29,29.01,71.96
97,29,29.01,71.96
96,29,29.01,71.92
95,29,29.01,71.92
94,29,29.01,71.88
93,29,29.01,71.88
92,29,29.01,71.84
91,29,29.01,71.84
90,29,29.01,71.8
89,29,29.01,71.8
88,29,29.01,71.76
87,29,29.01,71.76
86,29,29.01,71.72
85,29,29.01,71.72
84,29,29.01,71.68
83,29,29.01,71.68
82,29,29.01,71.64
81,29,29.01,71.64
80,29,29.01,71.6
79,29,29.01,71.6
78,29,29.01,71.56
77,29,29.01,71.56
76,29,29.01,71.52
75,29,29.01,71.52
74,29,29.01,71.48
73,29,29.01,71.48
72,29,29.01,71.44
71,29,29.01,71.44
70,29,29.01,71.4
69,29,29.01,71.4
68,29,29.01,71.36
67,29,29.01,71.36
66,29,29.02,71.32
65,29,29.02,71.32
64,29,29.02,71.28
63,29,29.02,71.28
62,29,29.02,71.24
61,29,29.02,71.24
60,29,29.02,71.2
59,29,29.02,71.2
58,29,29.02,71.16
57,29,29.02,71.16
56,29,29.02,71.12
55,29,29.02,71.12
54,29,29.02,71.08
53,29,29.02,71.08
52,29,29.02,71.04
51,29,29.02,71.04
100,30,30.01,71.0
99,30,30.01,71.0
98,30,30.01,70.96
97,30,30.01,70.96
96,30,30.01,70.92
95,30,30.01,70.92
94,30,30.01,70.88
93,30,30.01,70.88
92,30,30.01,70.84
91,30,30.01,70.84
90,30,30.01,70.8
89,30,30.01,70.8
88,30,30.01,70.76
87,30,30.01,70.76
86,30,30.01,70.72
85,30,30.01,70.72
84,30,30.01,70.68
83,30,30.01,70.68
82,30,30.01,70.64
81,30,30.01,70.64
80,30,30.01,70.6
79,30,30.01,70.6
78,30,30.01,70.56
77,30,30.01,70.56
76,30,30.01,70.52
75,30,30.01,70.52
74,30,30.01,70.48
73,30,30.01,70.48
72,30,30.01,70.44
71,30,30.01,70.44
70,30,30.01,70.4
69,30,30.01,70.4
68,30,30.01,70.36
67,30,30.01,70.36
66,30,30.02,70.32
65,30,30.02,70.32
64,30,30.02,70.28
63,30,30.02,70.28
62,30,30.02,70.24
61,30,30.02,70.24
60,30,30.02,70.2
59,30,30.02,70.2
58,30,30.02,70.16
57,30,30.02,70.16
56,30,30.02,70.12
55,30,30.02,70.12
54,30,30.02,70.08
53,30,30.02,70.08
52,30,30.02,70.04
51,30,30.02,70.0
