Bandwidth,Delay,Score,Additional Value
57,9,9.02,91.16
56,9,9.02,91.12
55,9,9.02,91.12
54,9,9.02,91.08
53,9,9.02,91.08
52,9,9.02,91.04
51,9,9.02,91.04
100,10,10.01,91.0
99,10,10.01,91.0
98,10,10.01,90.96
97,10,10.01,90.96
96,10,10.01,90.92
95,10,10.01,90.92
94,10,10.01,90.88
93,10,10.01,90.88
92,10,10.01,90.84
91,10,10.01,90.84
90,10,10.01,90.8
89,10,10.01,90.8
88,10,10.01,90.76
87,10,10.01,90.76
86,10,10.01,90.72
85,10,10.01,90.72
84,10,10.01,90.68
83,10,10.01,90.68
82,10,10.01,90.64
81,10,10.01,90.64
80,10,10.01,90.6
79,10,10.01,90.6
78,10,10.01,90.56
77,10,10.01,90.56
76,10,10.01,90.52
75,10,10.01,90.52
74,10,10.01,90.48
73,10,10.01,90.48
72,10,10.01,90.44
71,10,10.01,90.44
70,10,10.01,90.4
69,10,10.01,90.4
68,10,10.01,90.36
67,10,10.01,90.36
66,10,10.02,90.32
65,10,10.02,90.32
64,10,10.02,90.28
63,10,10.02,90.28
62,10,10.02,90.24
61,10,10.02,90.24
60,10,10.02,90.2
59,10,10.02,90.2
58,10,10.02,90.16
57,10,10.02,90.16
56,10,10.02,90.12
55,10,10.02,90.12
54,10,10.02,90.08
53,10,10.02,90.08
52,10,10.02,90.04
51,10,10.02,90.04
100,11,11.01,90.0
99,11,11.01,90.0
98,11,11.01,89.96
97,11,11.01,89.96
96,11,11.01,89.92
95,11,11.01,89.92
94,11,11.01,89.88
93,11,11.01,89.88
92,11,11.01,89.84
91,11,11.01,89.84
90,11,11.01,89.8
89,11,11.01,89.8
88,11,11.01,89.76
87,11,11.01,89.76
86,11,11.01,89.72
85,11,11.01,89.72
84,11,11.01,89.68
83,11,11.01,89.68
82,11,11.01,89.64
81,11,11.01,89.64
80,11,11.01,89.6
79,11,11.01,89.6
78,11,11.01,89.56
77,11,11.01,89.56
76,11,11.01,89.52
75,11,11.01,89.52
74,11,11.01,89.48
73,11,11.01,89.48
72,11,11.01,89.44
71,11,11.01,89.44
70,11,11.01,89.4
69,11,11.01,89.4
68,11,11.01,89.36
67,11,11.01,89.36
66,11,11.02,89.32
65,11,11.02,89.32
64,11,11.02,89.28
63,11,11.02,89.28
62,11,11.02,89.24
61,11,11.02,89.24
60,11,11.02,89.2
59,11,11.02,89.2
58,11,11.02,89.16
57,11,11.02,89.16
56,11,11.02,89.12
55,11,11.02,89.12
54,11,11.02,89.08
53,11,11.02,89.08
52,11,11.02,89.04
51,11,11.02,89.04
100,12,12.01,89.0
99,12,12.01,89.0
98,12,12.01,88.96
97,12,12.01,88.96
96,12,12.01,88.92
95,12,12.01,88.92
94,12,12.01,88.88
93,12,12.01,88.88
92,12,12.01,88.84
91,12,12.01,88.84
90,12,12.01,88.8
89,12,12.01,88.8
88,12,12.01,88.76
87,12,12.01,88.76
86,12,12.01,88.72
85,12,12.01,88.72
84,12,12.01,88.68
83,12,12.01,88.68
82,12,12.01,88.64
81,12,12.01,88.64
80,12,12.01,88.6
79,12,12.01,88.6
78,12,12.01,88.56
77,12,12.01,88.56
76,12,12.01,88.52
75,12,12.01,88.52
74,12,12.01,88.48
73,12,12.01,88.48
72,12,12.01,88.44
71,12,12.01,88.44
70,12,12.01,88.4
69,12,12.01,88.4
68,12,12.01,88.36
67,12,12.01,88.36
66,12,12.02,88.32
65,12,12.02,88.32
64,12,12.02,88.28
63,12,12.02,88.28
62,12,12.02,88.24
61,12,12.02,88.24
60,12,12.02,88.2
59,12,12.02,88.2
58,12,12.02,88.16
57,12,12.02,88.16
56,12,12.02,88.12
55,12,12.02,88.12
54,12,12.02,88.08
53,12,12.02,88.08
52,12,12.02,88.04
51,12,12.02,88.04
100,13,13.01,88.0
99,13,13.01,88.0
98,13,13.01,87.96
97,13,13.01,87.96
96,13,13.01,87.92
95,13,13.01,87.92
94,13,13.01,87.88
93,13,13.01,87.88
92,13,13.01,87.84
91,13,13.01,87.84
90,13,13.01,87.8
89,13,13.01,87.8
88,13,13.01,87.76
87,13,13.01,87.76
86,13,13.01,87.72
85,13,13.01,87.72
84,13,13.01,87.68
83,13,13.01,87.68
82,13,13.01,87.64
81,13,13.01,87.64
80,13,13.01,87.6
79,13,13.01,87.6
78,13,13.01,87.56
77,13,13.01,87.56
76,13,13.01,87.52
75,13,13.01,87.52
74,13,13.01,87.48
73,13,13.01,87.48
72,13,13.01,87.44
71,13,13.01,87.44
70,13,13.01,87.4
69,13,13.01,87.4
68,13,13.01,87.36
67,13,13.01,87.36
66,13,13.02,87.32
65,13,13.02,87.32
64,13,13.02,87.28
63,13,13.02,87.28
62,13,13.02,87.24
61,13,13.02,87.24
60,13,13.02,87.2
59,13,13.02,87.2
58,13,13.02,87.16
57,13,13.02,87.16
56,13,13.02,87.12
55,13,13.02,87.12
54,13,13.02,87.08
53,13,13.02,87.08
52,13,13.02,87.04
51,13,13.02,87.04
100,14,14.01,87.0
99,14,14.01,87.0
98,14,14.01,86.96
97,14,14.01,86.96
96,14,14.01,86.92
95,14,14.01,86.92
94,14,14.01,86.88
93,14,14.01,86.88
92,14,14.01,86.84
91,14,14.01,86.84
90,14,14.01,86.8
89,14,14.01,86.8
88,14,14.01,86.76
87,14,14.01,86.76
86,14,14.01,86.72
85,14,14.01,86.72
84,14,14.01,86.68
83,14,14.01,86.68
82,14,14.01,86.64
81,14,14.01,86.64
80,14,14.01,86.6
79,14,14.01,86.6
78,14,14.01,86.56
77,14,14.01,86.56
76,14,14.01,86.52
75,14,14.01,86.52
74,14,14.01,86.48
73,14,14.01,86.48
72,14,14.01,86.44
71,14,14.01,86.44
70,14,14.01,86.4
69,14,14.01,86.4
68,14,14.01,86.36
67,14,14.01,86.36
66,14,14.02,86.32
65,14,14.02,86.32
64,14,14.02,86.28
63,14,14.02,86.28
62,14,14.02,86.24
61,14,14.02,86.24
60,14,14.02,86.2
59,14,14.02,86.2
58,14,14.02,86.16
57,14,14.02,86.16
56,14,14.02,86.12
55,14,14.02,86.12
54,14,14.02,86.08
53,14,14.02,86.08
52,14,14.02,86.04
51,14,14.02,86.04
100,15,15.01,86.0
99,15,15.01,86.0
98,15,15.01,85.96
97,15,15.01,85.96
96,15,15.01,85.92
95,15,15.01,85.92
94,15,15.01,85.88
93,15,15.01,85.88
92,15,15.01,85.84
91,15,15.01,85.84
90,15,15.01,85.8
89,15,15.01,85.8
88,15,15.01,85.76
87,15,15.01,85.76
86,15,15.01,85.72
85,15,15.01,85.72
84,15,15.01,85.68
83,15,15.01,85.68
82,15,15.01,85.64
81,15,15.01,85.64
80,15,15.01,85.6
79,15,15.01,85.6
78,15,15.01,85.56
77,15,15.01,85.56
76,15,15.01,85.52
75,15,15.01,85.52
74,15,15.01,85.48
73,15,15.01,85.48
72,15,15.01,85.44
71,15,15.01,85.44
70,15,15.01,85.4
69,15,15.01,85.4
68,15,15.01,85.36
67,15,15.01,85.36
66,15,15.02,85.32
65,15,15.02,85.32
64,15,15.02,85.28
63,15,15.02,85.28
62,15,15.02,85.24
61,15,15.02,85.24
60,15,15.02,85.2
59,15,15.02,85.2
58,15,15.02,85.16
57,15,15.02,85.16
56,15,15.02,85.12
55,15,15.02,85.12
54,15,15.02,85.08
53,15,15.02,85.08
52,15,15.02,85.04
51,15,15.02,85.04
100,16,16.01,85.0
99,16,16.01,85.0
98,16,16.01,84.96
97,16,16.01,84.96
96,16,16.01,84.92
95,16,16.01,84.92
94,16,16.01,84.88
93,16,16.01,84.88
92,16,16.01,84.84
91,16,16.01,84.84
90,16,16.01,84.8
89,16,16.01,84.8
88,16,16.01,84.76
87,16,16.01,84.76
86,16,16.01,84.72
85,16,16.01,84.72
84,16,16.01,84.68
83,16,16.01,84.68
82,16,16.01,84.64
81,16,16.01,84.64
80,16,16.01,84.6
79,16,16.01,84.6
78,16,16.01,84.56
77,16,16.01,84.56
76,16,16.01,84.52
75,16,16.01,84.52
74,16,16.01,84.48
73,16,16.01,84.48
72,16,16.01,84.44
71,16,16.01,84.44
70,16,16.01,84.4
69,16,16.01,84.4
68,16,16.01,84.36
67,16,16.01,84.36
66,16,16.02,84.32
65,16,16.02,84.32
64,16,16.02,84.28
63,16,16.02,84.28
62,16,16.02,84.24
61,16,16.02,84.24
60,16,16.02,84.2
59,16,16.02,84.2
58,16,16.02,84.16
57,16,16.02,84.16
56,16,16.02,84.12
55,16,16.02,84.12
54,16,16.02,84.08
53,16,16.02,84.08
52,16,16.02,84.04
51,16,16.02,84.04
100,17,17.01,84.0
99,17,17.01,84.0
98,17,17.01,83.96
97,17,17.01,83.96
96,17,17.01,83.92
95,17,17.01,83.92
94,17,17.01,83.88
93,17,17.01,83.88
92,17,17.01,83.84
91,17,17.01,83.84
90,17,17.01,83.8
89,17,17.01,83.8
88,17,17.01,83.76
87,17,17.01,83.76
86,17,17.01,83.72
85,17,17.01,83.72
84,17,17.01,83.68
83,17,17.01,83.68
82,17,17.01,83.64
81,17,17.01,83.64
80,17,17.01,83.6
79,17,17.01,83.6
78,17,17.01,83.56
77,17,17.01,83.56
76,17,17.01,83.52
75,17,17.01,83.52
74,17,17.01,83.48
73,17,17.01,83.48
72,17,17.01,83.44
71,17,17.01,83.44
70,17,17.01,83.4
69,17,17.01,83.4
68,17,17.01,83.36
67,17,17.01,83.36
66,17,17.02,83.32
65,17,17.02,83.32
64,17,17.02,83.28
63,17,17.02,83.28
62,17,17.02,83.24
61,17,17.02,83.24
60,17,17.02,83.2
59,17,17.02,83.2
58,17,17.02,83.16
57,17,17.02,83.16
56,17,17.02,83.12
55,17,17.02,83.12
54,17,17.02,83.08
53,17,17.02,83.08
52,17,17.02,83.04
51,17,17.02,83.04
100,18,18.01,83.0
99,18,18.01,83.0
98,18,18.01,82.96
97,18,18.01,82.96
96,18,18.01,82.92
95,18,18.01,82.92
94,18,18.01,82.88
93,18,18.01,82.88
92,18,18.01,82.84
91,18,18.01,82.84
90,18,18.01,82.8
89,18,18.01,82.8
88,18,18.01,82.76
87,18,18.01,82.76
86,18,18.01,82.72
85,18,18.01,82.72
84,18,18.01,82.68
83,18,18.01,82.68
82,18,18.01,82.64
81,18,18.01,82.64
80,18,18.01,82.6
79,18,18.01,82.6
78,18,18.01,82.56
77,18,18.01,82.56
76,18,18.01,82.52
75,18,18.01,82.52
74,18,18.01,82.48
73,18,18.01,82.48
72,18,18.01,82.44
71,18,18.01,82.44
70,18,18.01,82.4
69,18,18.01,82.4
68,18,18.01,82.36
67,18,18.01,82.36
66,18,18.02,82.32
65,18,18.02,82.32
64,18,18.02,82.28
63,18,18.02,82.28
62,18,18.02,82.24
61,18,18.02,82.24
60,18,18.02,82.2
59,18,18.02,82.2
58,18,18.02,82.16
57,18,18.02,82.16
56,18,18.02,82.12
55,18,18.02,82.12
54,18,18.02,82.08
53,18,18.02,82.08
52,18,18.02,82.04
51,18,18.02,82.04
100,19,19.01,82.0
99,19,19.01,82.0
98,19,19.01,81.96
97,19,19.01,81.96
96,19,19.01,81.92
95,19,19.01,81.92
94,19,19.01,81.88
93,19,19.01,81.88
92,19,19.01,81.84
91,19,19.01,81.84
90,19,19.01,81.8
89,19,19.01,81.8
88,19,19.01,81.76
87,19,19.01,81.76
86,19,19.01,81.72
85,19,19.01,81.72
84,19,19.01,81.68
83,19,19.01,81.68
82,19,19.01,81.64
81,19,19.01,81.64
80,19,19.01,81.6
79,19,19.01,81.6
78,19,19.01,81.56
77,19,19.01,81.56
76,19,19.01,81.52
75,19,19.01,81.52
74,19,19.01,81.48
73,19,19.01,81.48
72,19,19.01,81.44
71,19,19.01,81.44
70,19,19.01,81.4
69,19,19.01,81.4
68,19,19.01,81.36
67,19,19.01,81.36
66,19,19.02,81.32
65,19,19.02,81.32
64,19,19.02,81.28
63,19,19.02,81.28
62,19,19.02,81.24
61,19,19.02,81.24
60,19,19.02,81.2
59,19,19.02,81.2
58,19,19.02,81.16
57,19,19.02,81.16
56,19,19.02,81.12
55,19,19.02,81.12
54,19,19.02,81.08
53,19,19.02,81.08
52,19,19.02,81.04
51,19,19.02,81.04
100,20,20.01,81.0
99,20,20.01,81.0
98,20,20.01,80.96
97,20,20.01,80.96
96,20,20.01,80.92
95,20,20.01,80.92
94,20,20.01,80.88
93,20,20.01,80.88
92,20,20.01,80.84
91,20,20.01,80.84
90,20,20.01,80.8
89,20,20.01,80.8
88,20,20.01,80.76
87,20,20.01,80.76
86,20,20.01,80.72
85,20,20.01,80.72
84,20,20.01,80.68
83,20,20.01,80.68
82,20,20.01,80.64
81,20,20.01,80.64
80,20,20.01,80.6
79,20,20.01,80.6
78,20,20.01,80.56
77,20,20.01,80.56
76,20,20.01,80.52
75,20,20.01,80.52
74,20,20.01,80.48
73,20,20.01,80.48
72,20,20.01,80.44
71,20,20.01,80.44
70,20,20.01,80.4
69,20,20.01,80.4
68,20,20.01,80.36
67,20,20.01,80.36
66,20,20.02,80.32
65,20,20.02,80.32
64,20,20.02,80.28
63,20,20.02,80.28
62,20,20.02,80.24
61,20,20.02,80.24
60,20,20.02,80.2
59,20,20.02,80.2
58,20,20.02,80.16
57,20,20.02,80.16
56,20,20.02,80.12
55,20,20.02,80.12
54,20,20.02,80.08
53,20,20.02,80.08
52,20,20.02,80.04
51,20,20.02,80.04
100,21,21.01,80.0
99,21,21.01,80.0
98,21,21.01,79.96
97,21,21.01,79.96
96,21,21.01,79.92
95,21,21.01,79.92
94,21,21.01,79.88
93,21,21.01,79.88
92,21,21.01,79.84
91,21,21.01,79.84
90,21,21.01,79.8
89,21,21.01,79.8
88,21,21.01,79.76
87,21,21.01,79.76
86,21,21.01,79.72
85,21,21.01,79.72
84,21,21.01,79.68
83,21,21.01,79.68
82,21,21.01,79.64
81,21,21.01,79.64
80,21,21.01,79.6
79,21,21.01,79.6
78,21,21.01,79.56
77,21,21.01,79.56
76,21,21.01,79.52
75,21,21.01,79.52
74,21,21.01,79.48
73,21,21.01,79.48
72,21,21.01,79.44
71,21,21.01,79.44
70,21,21.01,79.4
69,21,21.01,79.4
68,21,21.01,79.36
67,21,21.01,79.36
66,21,21.02,79.32
65,21,21.02,79.32
64,21,21.02,79.28
63,21,21.02,79.28
62,21,21.02,79.24
61,21,21.02,79.24
60,21,21.02,79.2
59,21,21.02,79.2
58,21,21.02,79.16
57,21,21.02,79.16
56,21,21.02,79.12
55,21,21.02,79.12
54,21,21.02,79.08
53,21,21.02,79.08
52,21,21.02,79.04
51,21,21.02,79.04
100,22,22.01,79.0
99,22,22.01,79.0
98,22,22.01,78.96
97,22,22.01,78.96
96,22,22.01,78.92
95,22,22.01,78.92
94,22,22.01,78.88
93,22,22.01,78.88
92,22,22.01,78.84
91,22,22.01,78.84
90,22,22.01,78.8
89,22,22.01,78.8
88,22,22.01,78.76
87,22,22.01,78.76
86,22,22.01,78.72
85,22,22.01,78.72
84,22,22.01,78.68
83,22,22.01,78.68
82,22,22.01,78.64
81,22,22.01,78.64
80,22,22.01,78.6
79,22,22.01,78.6
78,22,22.01,78.56
77,22,22.01,78.56
76,22,22.01,78.52
75,22,22.01,78.52
74,22,22.01,78.48
73,22,22.01,78.48
72,22,22.01,78.44
71,22,22.01,78.44
70,22,22.01,78.4
69,22,22.01,78.4
68,22,22.01,78.36
67,22,22.01,78.36
66,22,22.02,78.32
65,22,22.02,78.32
64,22,22.02,78.28
63,22,22.02,78.28
62,22,22.02,78.24
61,22,22.02,78.24
60,22,22.02,78.2
59,22,22.02,78.2
58,22,22.02,78.16
57,22,22.02,78.16
56,22,22.02,78.12
55,22,22.02,78.12
54,22,22.02,78.08
53,22,22.02,78.08
52,22,22.02,78.04
51,22,22.02,78.04
100,23,23.01,78.0
99,23,23.01,78.0
98,23,23.01,77.96
97,23,23.01,77.96
96,23,23.01,77.92
95,23,23.01,77.92
94,23,23.01,77.88
93,23,23.01,77.88
92,23,23.01,77.84
91,23,23.01,77.84
90,23,23.01,77.8
89,23,23.01,77.8
88,23,23.01,77.76
87,23,23.01,77.76
86,23,23.01,77.72
85,23,23.01,77.72
84,23,23.01,77.68
83,23,23.01,77.68
82,23,23.01,77.64
81,23,23.01,77.64
80,23,23.01,77.6
79,23,23.01,77.6
78,23,23.01,77.56
77,23,23.01,77.56
76,23,23.01,77.52
75,23,23.01,77.52
74,23,23.01,77.48
73,23,23.01,77.48
72,23,23.01,77.44
71,23,23.01,77.44
70,23,23.01,77.4
69,23,23.01,77.4
68,23,23.01,77.36
67,23,23.01,77.36
66,23,23.02,77.32
65,23,23.02,77.32
64,23,23.02,77.28
63,23,23.02,77.28
62,23,23.02,77.24
61,23,23.02,77.24
60,23,23.02,77.2
59,23,23.02,77.2
58,23,23.02,77.16
57,23,23.02,77.16
56,23,23.02,77.12
55,23,23.02,77.12
54,23,23.02,77.08
53,23,23.02,77.08
52,23,23.02,77.04
51,23,23.02,77.04
100,24,24.01,77.0
99,24,24.01,77.0
98,24,24.01,76.96
97,24,24.01,76.96
96,24,24.01,76.92
95,24,24.01,76.92
94,24,24.01,76.88
93,24,24.01,76.88
92,24,24.01,76.84
91,24,24.01,76.84
90,24,24.01,76.8
89,24,24.01,76.8
88,24,24.01,76.76
87,24,24.01,76.76
86,24,24.01,76.72
85,24,24.01,76.72
84,24,24.01,76.68
83,24,24.01,76.68
82,24,24.01,76.64
81,24,24.01,76.64
80,24,24.01,76.6
79,24,24.01,76.6
78,24,24.01,76.56
77,24,24.01,76.56
76,24,24.01,76.52
75,24,24.01,76.52
74,24,24.01,76.48
73,24,24.01,76.48
72,24,24.01,76.44
71,24,24.01,76.44
70,24,24.01,76.4
69,24,24.01,76.4
68,24,24.01,76.36
67,24,24.01,76.36
66,24,24.02,76.32
65,24,24.02,76.32
64,24,24.02,76.28
63,24,24.02,76.28
62,24,24.02,76.24
61,24,24.02,76.24
60,24,24.02,76.2
59,24,24.02,76.2
58,24,24.02,76.16
57,24,24.02,76.16
56,24,24.02,76.12
55,24,24.02,76.12
54,24,24.02,76.08
53,24,24.02,76.08
52,24,24.02,76.04
51,24,24.02,76.04
100,25,25.01,76.0
99,25,25.01,76.0
98,25,25.01,75.96
97,25,25.01,75.96
96,25,25.01,75.92
95,25,25.01,75.92
94,25,25.01,75.88
93,25,25.01,75.88
92,25,25.01,75.84
91,25,25.01,75.84
90,25,25.01,75.8
89,25,25.01,75.8
88,25,25.01,75.76
87,25,25.01,75.76
86,25,25.01,75.72
85,25,25.01,75.72
84,25,25.01,75.68
83,25,25.01,75.68
82,25,25.01,75.64
81,25,25.01,75.64
80,25,25.01,75.6
79,25,25.01,75.6
78,25,25.01,75.56
77,25,25.01,75.56
76,25,25.01,75.52
75,25,25.01,75.52
74,25,25.01,75.48
73,25,25.01,75.48
72,25,25.01,75.44
71,25,25.01,75.44
70,25,25.01,75.4
69,25,25.01,75.4
68,25,25.01,75.36
67,25,25.01,75.36
66,25,25.02,75.32
65,25,25.02,75.32
64,25,25.02,75.28
63,25,25.02,75.28
62,25,25.02,75.24
61,25,25.02,75.24
60,25,25.02,75.2
59,25,25.02,75.2
58,25,25.02,75.16
57,25,25.02,75.16
56,25,25.02,75.12
55,25,25.02,75.12
54,25,25.02,75.08
53,25,25.02,75.08
52,25,25.02,75.04
51,25,25.02,75.04
100,26,26.01,75.0
99,26,26.01,75.0
98,26,26.01,74.96
97,26,26.01,74.96
96,26,26.01,74.92
95,26,26.01,74.92
94,26,26.01,74.88
93,26,26.01,74.88
92,26,26.01,74.84
91,26,26.01,74.84
90,26,26.01,74.8
89,26,26.01,74.8
88,26,26.01,74.76
87,26,26.01,74.76
86,26,26.01,74.72
85,26,26.01,74.72
84,26,26.01,74.68
83,26,26.01,74.68
82,26,26.01,74.64
81,26,26.01,74.64
80,26,26.01,74.6
79,26,26.01,74.6
78,26,26.01,74.56
77,26,26.01,74.56
76,26,26.01,74.52
75,26,26.01,74.52
74,26,26.01,74.48
73,26,26.01,74.48
72,26,26.01,74.44
71,26,26.01,74.44
70,26,26.01,74.4
69,26,26.01,74.4
68,26,26.01,74.36
67,26,26.01,74.36
66,26,26.02,74.32
65,26,26.02,74.32
64,26,26.02,74.28
63,26,26.02,74.28
62,26,26.02,74.24
61,26,26.02,74.24
60,26,26.02,74.2
59,26,26.02,74.2
58,26,26.02,74.16
57,26,26.02,74.16
56,26,26.02,74.12
55,26,26.02,74.12
54,26,26.02,74.08
53,26,26.02,74.08
52,26,26.02,74.04
51,26,26.02,74.04
100,27,27.01,74.0
99,27,27.01,74.0
98,27,27.01,73.96
97,27,27.01,73.96
96,27,27.01,73.92
95,27,27.01,73.92
94,27,27.01,73.88
93,27,27.01,73.88
92,27,27.01,73.84
91,27,27.01,73.84
90,27,27.01,73.8
89,27,27.01,73.8
88,27,27.01,73.76
87,27,27.01,73.76
86,27,27.01,73.72
85,27,27.01,73.72
84,27,27.01,73.68
83,27,27.01,73.68
82,27,27.01,73.64
81,27,27.01,73.64
80,27,27.01,73.6
79,27,27.01,73.6
78,27,27.01,73.56
77,27,27.01,73.56
76,27,27.01,73.52
75,27,27.01,73.52
74,27,27.01,73.48
73,27,27.01,73.48
72,27,27.01,73.44
71,27,27.01,73.44
70,27,27.01,73.4
69,27,27.01,73.4
68,27,27.01,73.36
67,27,27.01,73.36
66,27,27.02,73.32
65,27,27.02,73.32
64,27,27.02,73.28
63,27,27.02,73.28
62,27,27.02,73.24
61,27,27.02,73.24
60,27,27.02,73.2
59,27,27.02,73.2
58,27,27.02,73.16
57,27,27.02,73.16
56,27,27.02,73.12
55,27,27.02,73.12
54,27,27.02,73.08
53,27,27.02,73.08
52,27,27.02,73.04
51,27,27.02,73.04
100,28,28.01,73.0
99,28,28.01,73.0
98,28,28.01,72.96
97,28,28.01,72.96
96,28,28.01,72.92
95,28,28.01,72.92
94,28,28.01,72.88
93,28,28.01,72.88
92,28,28.01,72.84
91,28,28.01,72.84
90,28,28.01,72.8
89,28,28.01,72.8
88,28,28.01,72.76
87,28,28.01,72.76
86,28,28.01,72.72
85,28,28.01,72.72
84,28,28.01,72.68
83,28,28.01,72.68
82,28,28.01,72.64
81,28,28.01,72.64
80,28,28.01,72.6
79,28,28.01,72.6
78,28,28.01,72.56
77,28,28.01,72.56
76,28,28.01,72.52
75,28,28.01,72.52
74,28,28.01,72.48
73,28,28.01,72.48
72,28,28.01,72.44
71,28,28.01,72.44
70,28,28.01,72.4
69,28,28.01,72.4
68,28,28.01,72.36
67,28,28.01,72.36
66,28,28.02,72.32
65,28,28.02,72.32
64,28,28.02,72.28
63,28,28.02,72.28
62,28,28.02,72.24
61,28,28.02,72.24
60,28,28.02,72.2
59,28,28.02,72.2
58,28,28.02,72.16
57,28,28.02,72.16
56,28,28.02,72.12
55,28,28.02,72.12
54,28,28.02,72.08
53,28,28.02,72.08
52,28,28.02,72.04
51,28,28.02,72.04
100,29,29.01,72.0
99,29,29.01,72.0
98,29,29.01,71.96
97,29,29.01,71.96
96,29,29.01,71.92
95,29,29.01,71.92
94,29,29.01,71.88
93,29,29.01,71.88
92,29,29.01,71.84
91,29,29.01,71.84
90,29,29.01,71.8
89,29,29.01,71.8
88,29,29.01,71.76
87,29,29.01,71.76
86,29,29.01,71.72
85,29,29.01,71.72
84,29,29.01,71.68
83,29,29.01,71.68
82,29,29.01,71.64
81,29,29.01,71.64
80,29,29.01,71.6
79,29,29.01,71.6
78,29,29.01,71.56
77,29,29.01,71.56
76,29,29.01,71.52
75,29,29.01,71.52
74,29,29.01,71.48
73,29,29.01,71.48
72,29,29.01,71.44
71,29,29.01,71.44
70,29,29.01,71.4
69,29,29.01,71.4
68,29,29.01,71.36
67,29,29.01,71.36
66,29,29.02,71.32
65,29,29.02,71.32
64,29,29.02,71.28
63,29,29.02,71.28
62,29,29.02,71.24
61,29,29.02,71.24
60,29,29.02,71.2
59,29,29.02,71.2
58,29,29.02,71.16
57,29,29.02,71.16
56,29,29.02,71.12
55,29,29.02,71.12
54,29,29.02,71.08
53,29,29.02,71.08
52,29,29.02,71.04
51,29,29.02,71.04
100,30,30.01,71.0
99,30,30.01,71.0
98,30,30.01,70.96
97,30,30.01,70.96
96,30,30.01,70.92
95,30,30.01,70.92
94,30,30.01,70.88
93,30,30.01,70.88
92,30,30.01,70.84
91,30,30.01,70.84
90,30,30.01,70.8
89,30,30.01,70.8
88,30,30.01,70.76
87,30,30.01,70.76
86,30,30.01,70.72
85,30,30.01,70.72
84,30,30.01,70.68
83,30,30.01,70.68
82,30,30.01,70.64
81,30,30.01,70.64
80,30,30.01,70.6
79,30,30.01,70.6
78,30,30.01,70.56
77,30,30.01,70.56
76,30,30.01,70.52
75,30,30.01,70.52
74,30,30.01,70.48
73,30,30.01,70.48
72,30,30.01,70.44
71,30,30.01,70.44
70,30,30.01,70.4
69,30,30.01,70.4
68,30,30.01,70.36
67,30,30.01,70.36
66,30,30.02,70.32
65,30,30.02,70.32
64,30,30.02,70.28
63,30,30.02,70.28
62,30,30.02,70.24
61,30,30.02,70.24
60,30,30.02,70.2
59,30,30.02,70.2
58,30,30.02,70.16
57,30,30.02,70.16
56,30,30.02,70.12
55,30,30.02,70.12
54,30,30.02,70.08
53,30,30.02,70.08
52,30,30.02,70.04
51,30,30.02,70.0
50,31,31.02,69.99
49,31,31.02,69.95
48,31,31.02,69.93
47,31,31.02,69.87
46,31,31.02,69.85
45,31,31.02,69.85
44,31,31.02,69.85
43,31,31.02,69.85
42,31,31.02,69.69
41,31,31.02,69.69
40,31,31.02,69.69
39,31,31.03,69.69
38,31,31.03,69.54
37,31,31.03,69.54
36,31,31.03,69.54
35,31,31.03,69.54
34,31,31.03,69.39
33,31,31.03,69.39
32,31,31.03,69.39
31,31,31.03,69.39
30,31,31.03,69.23
29,31,31.03,69.23
28,31,31.04,69.23
27,31,31.04,69.23
26,31,31.04,69.08
25,31,31.04,69.08
50,32,32.02,69.08
49,32,32.02,69.08
48,32,32.02,68.93
47,32,32.02,68.93
46,32,32.02,68.93
45,32,32.02,68.93
44,32,32.02,68.78
43,32,32.02,68.78
42,32,32.02,68.78
41,32,32.02,68.78
40,32,32.02,68.62
39,32,32.03,68.62
38,32,32.03,68.62
37,32,32.03,68.62
36,32,32.03,68.47
35,32,32.03,68.47
34,32,32.03,68.47
33,32,32.03,68.47
32,32,32.03,68.32
31,32,32.03,68.32
30,32,32.03,68.32
29,32,32.03,68.32
28,32,32.04,68.16
27,32,32.04,68.16
26,32,32.04,68.16
25,32,32.04,68.16
50,33,33.02,68.01
49,33,33.02,68.01
48,33,33.02,68.01
47,33,33.02,68.01
46,33,33.02,67.86
45,33,33.02,67.86
44,33,33.02,67.86
43,33,33.02,67.86
42,33,33.02,67.7
41,33,33.02,67.7
40,33,33.02,67.7
39,33,33.03,67.7
38,33,33.03,67.55
37,33,33.03,67.55
36,33,33.03,67.55
35,33,33.03,67.55
34,33,33.03,67.4
33,33,33.03,67.4
32,33,33.03,67.4
31,33,33.03,67.4
30,33,33.03,67.25
29,33,33.03,67.25
28,33,33.04,67.25
27,33,33.04,67.25
26,33,33.04,67.09
25,33,33.04,67.09
50,34,34.02,67.09
49,34,34.02,67.09
48,34,34.02,66.94
47,34,34.02,66.94
46,34,34.02,66.94
45,34,34.02,66.94
44,34,34.02,66.79
43,34,34.02,66.79
42,34,34.02,66.79
41,34,34.02,66.79
40,34,34.02,66.63
39,34,34.03,66.63
38,34,34.03,66.63
37,34,34.03,66.63
36,34,34.03,66.48
35,34,34.03,66.48
34,34,34.03,66.48
33,34,34.03,66.48
32,34,34.03,66.33
31,34,34.03,66.33
30,34,34.03,66.33
29,34,34.03,66.33
28,34,34.04,66.17
27,34,34.04,66.17
26,34,34.04,66.17
25,34,34.04,66.17
50,35,35.02,66.02
49,35,35.02,66.02
48,35,35.02,66.02
47,35,35.02,66.02
